developer,app_name,price,year
giants software,farming simulator 17 - platinum expansion,19.99,2017
boogygames studios,captain vs sky pirates - forest,0.99,2017
,the summoning,3.99,2017
cute anime girls,azura,1.99,2017
,skeleton key 3 part 2,2.99,2017
topstitch games,treadnauts,0.0,2018
saddletrip,without_an_output.map,0.0,2017
lovepurple,nana in the dark,2.99,2017
daniel meredith,moose invasion,0.99,2017
goldsaucer ltd,askutron quiz show,14.99,2017
quicksave,deep sorrow,3.99,2017
team nekojishi,家有大貓 nekojishi,0.0,2017
fatalitech,endless combat,4.99,2017
camex games,tactical monsters rumble arena,0.0,2017
shokizm interactive,tronix defender,4.99,2017
magix software gmbh,magix photostory 2018 deluxe steam edition,69.99,2017
"thedreik,xeneder",galactic lords,0.99,2017
nocturne games,skein,6.99,2017
naddic games,closers,0.0,2017
daily magic productions,sable maze: norwich caves collector's edition,12.99,2017
ad aspera,fallencore,6.99,2017
danyl oreshkyn,save the halloween,1.99,2017
daily magic productions,dark dimensions: city of ash collector's edition,12.99,2017
elysian games,all that remains,3.99,2017
hunters,fantasy of eden,2.99,2017
amazu media,light apprentice - the comic book rpg,9.99,2017
drew wallace,sword bros soundtrack,1.99,2017
bumblebee,harvest life,14.99,2017
"eurocom,thq nordic",sphinx and the cursed mummy,14.99,2003
einklang.visuals gmbh,vjmachine home,49.99,2017
"eurocom,thq nordic",sphinx and the cursed mummy: soundtrack,4.99,2017
crian soft s.a.,arena an age of barbarians story - deathbringer,1.99,2017
bakno games,neven,4.99,2010
bakno games,perspectrip,4.99,2016
bakno games,pinball,4.99,2007
emily peregrine,solar collector,1.99,2017
vyacheslav shilikhin,psi project,2.99,2017
mykhail konokh,bars and balance,1.99,2017
"高考恋爱委员会,橘子班",gaokao.love.100days - official artworks,3.99,2017
bizzy,strainz-1: elimination,3.99,2017
happyrock studios,zorbit's orbits,0.99,2017
"cryo interactive,jordan freeman group",megarace 2,2.99,1996
grindstone interactive,the cleansing - versus (original soundtrack),4.99,2017
blueshift media,ball game,0.99,2017
joybits ltd.,doodle god blitz - complete ost collection,2.99,2017
"nikita ""ghost_rus""",adventures of pipi,0.99,2017
tonguç bodur,bottle: pilgrim,5.99,2017
putilin_industries,achievement hunter: kiborg,0.99,2017
virtualrailroads,train simulator: db br 151 loco add-on,19.99,2017
terkstudios,the old empire multiplayer,0.0,2017
great war team,battle of empires: 1914-1918 - honor of the empire,6.99,2017
tarsier studios,little nightmares the hideaway dlc,3.99,2017
sports interactive,football manager 2018,49.99,2017
sports interactive,football manager touch 2018,29.99,2017
sidekick,romans from mars,4.99,2013
sports interactive,football manager touch 2018 - all players interested,0.99,2017
sports interactive,football manager touch 2018 - all job applications,0.99,2017
sports interactive,football manager touch 2018 - attribute masking,0.99,2017
sports interactive,football manager touch 2018 - board-override,0.99,2017
sports interactive,football manager touch 2018 - design a son,3.99,2017
sports interactive,football manager touch 2018 - foreign influx,0.99,2017
sports interactive,football manager touch 2018 - national management,0.99,2017
sports interactive,football manager touch 2018 - no loan restrictions,0.99,2017
sports interactive,football manager touch 2018 - no transfer windows,0.99,2017
sports interactive,football manager touch 2018 - fixture pile-up challenge,0.99,2017
sports interactive,football manager touch 2018 - rise from the ashes challenge,0.99,2017
sports interactive,football manager touch 2018 - no work permits,0.99,2017
sports interactive,football manager touch 2018 - no sacking,3.99,2017
raptor claw games,gladiator school,11.99,2017
scs software,american truck simulator - new mexico,11.99,2017
deck13 hamburg,transroad: usa,24.99,2017
choice of games,choice of rebels: uprising,6.99,2017
"cryo interactive,jordan freeman group",megarace 1,2.99,1994
svarog studios,prison chainball massacre,1.99,2017
dr_crewcut,oik 3,0.99,2017
mech'at,galactic orbital death sport,7.99,2017
inkline ltd.,ayo: a rain tale,9.99,2017
flying mollusk,the art of nevermind (nevermind art book),2.99,2017
cargo cult gaming llc,children of apollo,4.99,2017
nodding heads games,raji: an ancient epic,0.0,2019
keinart lobre,donation big,9.99,2017
squish studios llc,dragon drop,4.99,2017
,the only living boy in new york,12.99,2017
,miracle in the woods,3.99,2017
"farsight studios, inc.",stern pinball arcade: ghostbusters™ premium,9.99,2017
snowdrop lab,endless wave,0.99,2017
grizzlygames,superflight,2.99,2017
sacada,logistical: switzerland,7.99,2017
heluo studio,幽冥路（the way to nether）,0.0,2017
codex7,sky hunter,10.99,2017
bunny on caffeine llc,blasteron,9.99,2017
tusha works,illville: return instructions,19.99,2017
windybeard,dreamstones,11.99,2017
windybeard,dreamstones soundtrack,3.99,2017
ers g studios,azada® : in libro collector's edition,12.99,2017
lions crayons games,ultimus bellum,9.99,2017
playmous,god of light: remastered - ost,1.99,2017
ipacs,aerofly fs 2 - usa colorado,0.0,2017
polovey alexander,prisoner - the mystery complex,0.99,2017
hanakai studio,prodigy tactics,14.99,2017
sector-k games,punch planet,19.99,2017
inner monkey,maze up!,1.99,2017
albatros softworks,defense clicker - auto clicker pet (ice elemental),0.99,2017
berzerk studio,zombidle - nipply pack,19.99,2017
berzerk studio,zombidle - burrito's pack,19.99,2017
berzerk studio,zombidle - starter pack,9.99,2017
diceycraft,schatte ～the witch and the fake shadow～,14.99,2017
boogygames studios,klondike solitaire kings - three headed dragon,2.99,2017
military visualizations,fsx steam edition: cessna® 310r add-on,29.99,2017
toposim,fsx steam edition: toposim central asia add-on,14.99,2017
high iron simulations,ts marketplace: soldier summit scenario pack 01 add-on,9.99,2017
spectre eu,chop chop princess!,6.99,2017
limed,battle rap simulator,0.99,2017
lost astronaut,atlas tile editor (ate),4.99,2017
giant margarita,party crashers,9.99,2017
playmous,god of light: remastered,9.99,2017
"29palms,jaranet",x-plane 11 - add-on: aerosoft - ktnp - airport twentynine palms,15.99,2017
bakno games,mahjong,4.99,2008
walter machado,swarmrider omega ost,0.99,2017
fuyu games ab,coffee pixes,0.99,2017
eelooz ab,vinewing,4.99,2017
winterspring games,card quest,9.99,2017
echoninegames,echo nine,4.99,2017
,the glass castle,4.99,2017
,one dark night,3.99,1982
fred wood,kuso - original soundtrack & ephemera,2.99,2017
,6:66pm,4.99,2017
foxwarrior productions,wizard hunter 2348,0.0,2017
boogygames studios,klondike solitaire kings - strongman,2.99,2017
boogygames studios,captain vs sky pirates - pyramids,0.99,2017
"sonic team,hardlight",persona 5 costume dlc,0.0,2017
narayan games,warlock revenge,2.99,2017
defiant development,hand of fate 2,29.99,2017
vladimir maslov,true or false universe,0.0,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – nofx song pack,9.99,2017
,(romance) in the digital age,4.99,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – nofx - “stickin’ in my eye”,2.99,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – nofx - “bob”,2.99,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – nofx - “linoleum”,2.99,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – nofx - “seeing double at the triple rock”,2.99,2017
arcane raise,quinton (character for occult preraise),2.99,2017
arcane raise,- occult preraise -,5.99,2017
stalkeralex,peoplepackages,0.99,2017
2-volt games,rival rampage,0.0,2017
notus games ltd,christmas puzzle,9.99,2017
wurd industries,spaceroads,4.99,2017
nonostante games,ermo,1.99,2017
"tero lunkka,valkeala software",cyborg invasion shooter,1.99,2017
"io-interactive a/s,feral interactive (linux),feral interactive (mac)",hitman™ - bonus campaign patient zero,0.0,2017
"io-interactive a/s,feral interactive (linux),feral interactive (mac)",hitman™ - goty outfit bundle,0.0,2017
visualnoveler,chaos souls,7.99,2017
tss studio,lucky panda,1.99,2017
aigrind,warspear online: welcome pack,0.0,2017
edelweiss,astebreed - original soundtrack,9.99,2017
ruhrsource gmbh,cur3d maker edition - permission for commercial use,499.99,2017
"nova dimension,game-ready studio",game-ready assets,0.0,2017
"nova dimension,game-ready studio",game-ready - ancient collection,99.99,2017
"nova dimension,game-ready studio",game-ready - free collection,0.0,2017
"nova dimension,game-ready studio",game-ready - misc collection,99.99,2017
"game-ready studio,nova dimension",game-ready - urban collection,99.99,2017
zou inc.,rhythmica,0.0,2017
epsilon games,destination primus vita - episode 1: austin,0.0,2017
thedreik,шп-12.00000000000000001,0.99,2014
arcane raise,evadine (character for occult preraise),2.99,2017
arcane raise,cora (character for occult preraise),2.99,2017
arcane raise,ivana (character for occult preraise),2.99,2017
bbit,cubion,0.0,2017
triplesghoul,fallen kingdom,1.99,2017
blup games,skify,3.99,2017
studio goya,hex,6.99,2017
denis mikheikin,find pixel,3.99,2017
sure games,by any means necessary,12.99,2017
interfusion games llc,verzaken!,7.99,2017
svarun entertainment,k'nossos,0.0,2019
whdinc.,parse,0.99,2017
room710games,need for drink,1.99,2017
cyberconnect2,.hack//g.u. last recode,49.99,2017
semen rodin,stickman blast,0.99,2017
"evan peiperl,brianna livesay",bedlamball,0.0,2017
stun games,slashers: the power battle,6.99,2017
retro reactor,one strike,4.99,2017
bernackels,bernackels' shoggoth,9.99,2017
daniel spencer,dogma,4.99,2017
flashback media,grav grav gravity,0.99,2017
alexey glinskiy,war drones,0.99,2017
boogygames studios,jotmw: cat and children jewel match,1.99,2017
pugware,usurper,9.99,2017
nuts and volts electronics,chicken with chainguns,1.99,2017
magic item tech,i am overburdened,4.99,2017
project polish productions,hollowed,0.0,2017
opencap studio,youfight,19.99,2017
maik goltz,train simulator: konstanz-villingen route add-on,39.99,2017
supermegaquest inc.,bomsy,11.99,2017
paul harrington,kaiju big battel: fighto fantasy,0.0,2018
blender games,amaze double,0.99,2017
team full sail,timension,0.0,2017
tongsun,leftway,12.99,2017
xoa productions,bombastic cars,9.99,2017
elknight,text wormhole,0.99,2017
"z games,nova dimension",petrichor,1.99,2017
26k,mini hockey champ!,9.99,2017
heatblur simulations,dcs: ajs-37 viggen,59.99,2017
doublemoose games,animal super squad,9.99,2017
cosmo d,the norwood suite,9.99,2017
bullid games,ninja way,1.99,2017
tim conkling,antihero - armello characters,2.99,2017
corrosive studios llc,disgraced renegade pack dlc,0.99,2017
drift physics crew,furidashi - premium car: 1999 ns15,2.99,2017
drift physics crew,furidashi - premium car: 2016 pretender,2.99,2017
drift physics crew,furidashi - premium car: 1999 drx-7,2.99,2017
drift physics crew,furidashi - premium car: 1980 v 2105,2.99,2017
drift physics crew,furidashi - premium car: 2013 4s coupe,2.99,2017
ntroy ltd,phoenix dynasty 2 - advancement package,54.99,2017
drift physics crew,furidashi - premium car: 1995 ns14,2.99,2017
ntroy ltd,phoenix dynasty 2 - eternal hellfire package,29.99,2017
ludi dorici,aequitas orbis,9.99,2017
kabuk games,alchemist's castle,0.99,2017
bit bionic llc,final storm,1.99,2017
bakno games,kubix,4.99,2010
donley time foundation,boss 101,9.99,2017
jenito,the grimsworth reports: woodfall,9.99,2017
final game studio,aurorabound deluxe,4.99,2017
paleno games,meleng,0.99,2017
"kevin nitschmann,christian rolle",omsi 2 add-on metropole ruhr,34.99,2017
sylphe labs,occultus - mediterranean cabal,4.99,2017
indigoblue game studio,split bullet original soundtrack,0.0,2016
paperash studio,dark train: coupe,0.0,2018
codename entertainment inc.,idle champions of the forgotten realms - starter pack,2.99,2017
,nick di paolo: inflammatory,4.99,2017
"dumativa creative studio,castro brothers",a lenda dos mortos,4.99,2017
subjuegos,conjuntalia - mecaenglish,0.0,2017
studiogiw,alvarok,2.99,2017
"leshawhite studio,leshawhite studio",my loved heart,0.99,2017
lillywelland inc.,protect me,1.99,2017
recreat4,the last strategist,2.99,2017
polybit,imperil,1.99,2017
playsport games,motorsport manager - endurance series,7.99,2017
lillywelland inc.,pixelord,0.99,2017
ntroy ltd,phoenix dynasty 2 - starter package,9.99,2017
tallbeard studios llc,color jumper,7.99,2017
tallbeard studios llc,color jumper ost,2.99,2017
"smiteworks usa, llc",fantasy grounds - war of the dead - chapter 1 (map pack),4.99,2017
eternity studios,wanderlust,7.99,2017
michal kuchárik,virtual robots - robot programming simulator,9.99,2017
perverse games,achievement lurker: respectable accomplishment,1.99,2017
forward instinct,midnight ultra,3.33,2017
"smiteworks usa, llc",fantasy grounds - trailblazer 9 heavy (woin),6.99,2017
digital confectioners,depth - quill goblin skin,5.99,2017
azimut team,pixel car,1.99,2017
the hyper carries!,just a dream,0.0,2017
dark rift entertainment,embers of war,19.99,2017
emprom game,elder chaos,4.99,2017
givit game studios (pty) ltd,the adventures of sam carlisle: the hunt for the lost treasure,7.99,2017
visualarts/key,little busters! english edition,34.99,2017
sub orbital software,merv reborn,1.99,2017
"whited43,fantsize",expelled,2.99,2017
"ace ed-venture studio,artoncode™",chemcaper™: act i - petticles in peril,19.99,2017
artyom laletin,necromancer accountant,0.0,2017
ninetales studios,the legendary player - make your reputation - open beta,14.99,2019
"sctiger,delta",skeleton sprint,1.99,2017
xitilon,шп,0.99,2017
crystal shard,a tale of two kingdoms,11.99,2017
ithaqua labs,perceptions of the dead,0.0,2017
chris patton,halloween knight,9.99,2017
rabbit hole studios,the lost gardens,2.99,2017
red dot games,car mechanic simulator 2018 - tuning dlc,0.0,2017
laush dmitriy sergeevich,task is to survive,1.99,2017
space fractal,time killers: catchout,0.99,2017
"borov,sashka shlapik",dead forest,0.0,2017
felix schröder,onehit,4.99,2017
black forest games,bubsy: the woolies strike back,29.99,2017
"nodacoy games,jadan bliss",heckpoint,9.99,2017
black forest games,bubsy: the woolies strike back soundtrack,0.0,2017
nihon falcom,zwei: the ilvard insurrection,29.99,2017
nestor yavorskyy,lines free by nestor yavorskyy,0.0,2017
sixteen tons entertainment,emergency 20,29.99,2017
nestor yavorskyy,lines by nestor yavorskyy,0.99,2017
cyberlink,cyberlink audiodirector 8 ultra,129.99,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – amon amarth song pack,11.99,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – amon amarth - “guardians of asgaard”,2.99,2017
cyberlink,cyberlink colordirector 6 ultra,129.99,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – amon amarth - “death in fire”,2.99,2017
ubisoft - san francisco,rocksmith® 2014 edition – remastered – amon amarth - “the pursuit of vikings”,2.99,2017
hoobalugalar_x,codename cure,0.0,2017
bakno games,kink,4.99,2014
"kuma, llc",space epic untitled - fm2 shotgun,0.99,2017
"general arcade,abstraction games",8-bit adventure anthology: volume i,7.99,2017
"kuma, llc",space epic untitled - new recruit bundle,4.99,2017
"kuma, llc",space epic untitled - episode 2,4.99,2017
cute anime girls,lsd,0.99,2017
vitaly titov,desert craft,6.99,2017
studio namaapa,ciel fledge,0.0,2018
albatros softworks,defense clicker - halloween tower  skin,0.0,2017
saber interactive,spintires: mudrunner,29.99,2017
albatros softworks,defense clicker - ressource collector,2.99,2017
hidden achievement llc,dresden files cooperative card game,19.99,2017
hidden achievement llc,dresden files cooperative card game - fan favorites,4.99,2017
corrosive studios llc,waste walkers survivor pack dlc,0.99,2017
hidden achievement llc,dresden files cooperative card game - helping hands,4.99,2017
hidden achievement llc,dresden files cooperative card game - wardens attack,4.99,2017
hidden achievement llc,dresden files cooperative card game - mouse & variants,3.99,2017
vulgat,golden krone hotel - original soundtrack by christopher loza,1.99,2017
